Dalata.4	Dzingiberensis.15593
Dalata.7241	Dzingiberensis.20425
Dalata.7242	Dzingiberensis.20426
Dalata.7243	Dzingiberensis.20427
Dalata.7244	Dzingiberensis.20428
Dalata.7245	Dzingiberensis.20429
Dalata.7246	Dzingiberensis.20430
Dalata.7247	Dzingiberensis.20431
Dalata.7248	Dzingiberensis.20432
Dalata.7249	Dzingiberensis.20433
Dalata.7250	Dzingiberensis.20434
Dalata.7255	Dzingiberensis.4119
Dalata.7256	Dzingiberensis.4120
Dalata.7257	Dzingiberensis.4122
Dalata.7258	Dzingiberensis.4123
Dalata.7259	Dzingiberensis.4124
Dalata.7260	Dzingiberensis.4125
Dalata.7261	Dzingiberensis.4126
Dalata.7263	Dzingiberensis.4127
Dalata.7264	Dzingiberensis.4129
Dalata.7265	Dzingiberensis.4130
Dalata.7267	Dzingiberensis.4132
Dalata.7269	Dzingiberensis.4134
Dalata.7270	Dzingiberensis.4135
Dalata.7271	Dzingiberensis.4136
Dalata.7272	Dzingiberensis.4137
Dalata.7273	Dzingiberensis.4138
Dalata.7274	Dzingiberensis.4139
Dalata.7276	Dzingiberensis.4143
Dalata.7277	Dzingiberensis.4144
Dalata.7278	Dzingiberensis.4146
Dalata.7280	Dzingiberensis.4149
Dalata.7281	Dzingiberensis.4150
Dalata.7282	Dzingiberensis.4152
Dalata.7283	Dzingiberensis.4153
Dalata.7284	Dzingiberensis.4154
Dalata.7285	Dzingiberensis.4155
Dalata.7287	Dzingiberensis.4156
Dalata.7288	Dzingiberensis.4157
Dalata.7290	Dzingiberensis.4158
Dalata.7291	Dzingiberensis.4159
Dalata.7292	Dzingiberensis.4160
Dalata.7293	Dzingiberensis.4162
Dalata.7294	Dzingiberensis.4163
Dalata.7295	Dzingiberensis.4165
Dalata.7296	Dzingiberensis.4166
Dalata.7297	Dzingiberensis.4167
Dalata.7298	Dzingiberensis.4170
Dalata.7299	Dzingiberensis.4196
Dalata.7300	Dzingiberensis.4195
Dalata.7301	Dzingiberensis.4194
Dalata.7302	Dzingiberensis.4193
Dalata.7303	Dzingiberensis.4192
Dalata.7304	Dzingiberensis.4190
Dalata.7306	Dzingiberensis.4186
Dalata.7307	Dzingiberensis.4185
Dalata.7309	Dzingiberensis.4183
Dalata.7310	Dzingiberensis.4182
Dalata.7311	Dzingiberensis.4181
Dalata.7312	Dzingiberensis.4180
Dalata.7314	Dzingiberensis.4174
Dalata.7315	Dzingiberensis.4176
Dalata.7316	Dzingiberensis.4177
Dalata.7317	Dzingiberensis.4178
Dalata.7318	Dzingiberensis.4179
Dalata.7319	Dzingiberensis.4173
Dalata.7320	Dzingiberensis.4171
Dalata.7321	Dzingiberensis.4172
Dalata.7322	Dzingiberensis.4197
Dalata.7323	Dzingiberensis.4198
Dalata.7324	Dzingiberensis.4199
Dalata.7325	Dzingiberensis.4200
Dalata.7326	Dzingiberensis.4201
Dalata.7327	Dzingiberensis.4202
Dalata.7328	Dzingiberensis.4204
Dalata.7329	Dzingiberensis.4205
Dalata.7330	Dzingiberensis.4206
Dalata.7331	Dzingiberensis.4207
Dalata.7332	Dzingiberensis.4208
Dalata.7335	Dzingiberensis.4210
Dalata.7336	Dzingiberensis.4211
Dalata.7338	Dzingiberensis.4215
Dalata.7339	Dzingiberensis.4216
Dalata.7340	Dzingiberensis.4217
Dalata.7342	Dzingiberensis.4219
Dalata.7343	Dzingiberensis.4220
Dalata.7344	Dzingiberensis.4221
Dalata.7345	Dzingiberensis.4222
Dalata.7346	Dzingiberensis.4223
Dalata.7347	Dzingiberensis.4224
Dalata.7348	Dzingiberensis.4225
Dalata.7349	Dzingiberensis.4226
Dalata.7350	Dzingiberensis.4227
Dalata.7351	Dzingiberensis.4228
Dalata.7352	Dzingiberensis.4229
Dalata.7354	Dzingiberensis.4232
Dalata.7355	Dzingiberensis.4233
Dalata.7356	Dzingiberensis.4234
Dalata.7357	Dzingiberensis.4235
Dalata.7358	Dzingiberensis.4236
Dalata.7360	Dzingiberensis.4237
Dalata.7361	Dzingiberensis.4238
Dalata.7362	Dzingiberensis.4239
Dalata.7363	Dzingiberensis.4240
Dalata.7365	Dzingiberensis.4241
Dalata.7366	Dzingiberensis.4243
Dalata.7367	Dzingiberensis.4244
Dalata.7368	Dzingiberensis.4245
Dalata.7369	Dzingiberensis.4246
Dalata.7370	Dzingiberensis.4248
Dalata.7371	Dzingiberensis.4249
Dalata.7372	Dzingiberensis.4251
Dalata.7373	Dzingiberensis.4252
Dalata.7374	Dzingiberensis.4253
Dalata.7375	Dzingiberensis.4254
Dalata.7377	Dzingiberensis.4258
Dalata.7377	Dzingiberensis.4257
Dalata.7380	Dzingiberensis.4259
Dalata.7381	Dzingiberensis.4260
Dalata.7382	Dzingiberensis.4242
Dalata.7383	Dzingiberensis.4261
Dalata.7384	Dzingiberensis.4262
Dalata.7386	Dzingiberensis.4267
Dalata.7387	Dzingiberensis.4268
Dalata.7388	Dzingiberensis.4269
Dalata.7389	Dzingiberensis.4270
Dalata.7390	Dzingiberensis.4271
Dalata.7391	Dzingiberensis.4272
Dalata.7392	Dzingiberensis.4273
Dalata.7393	Dzingiberensis.4274
Dalata.7394	Dzingiberensis.4275
Dalata.7396	Dzingiberensis.4277
Dalata.7397	Dzingiberensis.4278
Dalata.7398	Dzingiberensis.4279
Dalata.7399	Dzingiberensis.4281
Dalata.7400	Dzingiberensis.4282
Dalata.7401	Dzingiberensis.4283
Dalata.7403	Dzingiberensis.4285
Dalata.7404	Dzingiberensis.4286
Dalata.7405	Dzingiberensis.4287
Dalata.7408	Dzingiberensis.4289
Dalata.7410	Dzingiberensis.4291
Dalata.7412	Dzingiberensis.4292
Dalata.7413	Dzingiberensis.4293
Dalata.7414	Dzingiberensis.4294
Dalata.7416	Dzingiberensis.4295
Dalata.7417	Dzingiberensis.4296
Dalata.7418	Dzingiberensis.4297
Dalata.7419	Dzingiberensis.4298
Dalata.7421	Dzingiberensis.4300
Dalata.7422	Dzingiberensis.4301
Dalata.7423	Dzingiberensis.4302
Dalata.7424	Dzingiberensis.4303
Dalata.7425	Dzingiberensis.4345
Dalata.7426	Dzingiberensis.4344
Dalata.7427	Dzingiberensis.4342
Dalata.7429	Dzingiberensis.4341
Dalata.7430	Dzingiberensis.4340
Dalata.7432	Dzingiberensis.4339
Dalata.7433	Dzingiberensis.4337
Dalata.7434	Dzingiberensis.4336
Dalata.7435	Dzingiberensis.4335
Dalata.7436	Dzingiberensis.4333
Dalata.7439	Dzingiberensis.4328
Dalata.7439	Dzingiberensis.4329
Dalata.7441	Dzingiberensis.4324
Dalata.7441	Dzingiberensis.4325
Dalata.7442	Dzingiberensis.4322
Dalata.7442	Dzingiberensis.4323
Dalata.7443	Dzingiberensis.4334
Dalata.7444	Dzingiberensis.4332
Dalata.7445	Dzingiberensis.4330
Dalata.7445	Dzingiberensis.4331
Dalata.7447	Dzingiberensis.4327
Dalata.7447	Dzingiberensis.4326
Dalata.7451	Dzingiberensis.4321
Dalata.7452	Dzingiberensis.4319
Dalata.7453	Dzingiberensis.4318
Dalata.7453	Dzingiberensis.4317
Dalata.7455	Dzingiberensis.4314
Dalata.7456	Dzingiberensis.4312
Dalata.7458	Dzingiberensis.4315
Dalata.7458	Dzingiberensis.4316
Dalata.7459	Dzingiberensis.4313
Dalata.7460	Dzingiberensis.4311
Dalata.7463	Dzingiberensis.4309
Dalata.7464	Dzingiberensis.4308
Dalata.7465	Dzingiberensis.4307
Dalata.7467	Dzingiberensis.4305
Dalata.7468	Dzingiberensis.4304
Dalata.7469	Dzingiberensis.4346
Dalata.7471	Dzingiberensis.4348
Dalata.7472	Dzingiberensis.4349
Dalata.7473	Dzingiberensis.4350
Dalata.7474	Dzingiberensis.4351
Dalata.7475	Dzingiberensis.4352
Dalata.7476	Dzingiberensis.4353
Dalata.7477	Dzingiberensis.4354
Dalata.7478	Dzingiberensis.4356
Dalata.7479	Dzingiberensis.4358
Dalata.7480	Dzingiberensis.4359
Dalata.7481	Dzingiberensis.4360
Dalata.7482	Dzingiberensis.4361
Dalata.7483	Dzingiberensis.4362
Dalata.7485	Dzingiberensis.4363
Dalata.7486	Dzingiberensis.4365
Dalata.7486	Dzingiberensis.4366
Dalata.7487	Dzingiberensis.4367
Dalata.7488	Dzingiberensis.4368
Dalata.7489	Dzingiberensis.4369
Dalata.7490	Dzingiberensis.4370
Dalata.7491	Dzingiberensis.4371
Dalata.7493	Dzingiberensis.4373
Dalata.7494	Dzingiberensis.4374
Dalata.7495	Dzingiberensis.4375
Dalata.7496	Dzingiberensis.4376
Dalata.7497	Dzingiberensis.4377
Dalata.7498	Dzingiberensis.4386
Dalata.7511	Dzingiberensis.4506
Dalata.7513	Dzingiberensis.4503
Dalata.7515	Dzingiberensis.4501
Dalata.7516	Dzingiberensis.4500
Dalata.7517	Dzingiberensis.4499
Dalata.7518	Dzingiberensis.4497
Dalata.7561	Dzingiberensis.4495
Dalata.7563	Dzingiberensis.4494
Dalata.7568	Dzingiberensis.4490
Dalata.7572	Dzingiberensis.4481
Dalata.7573	Dzingiberensis.4482
Dalata.7574	Dzingiberensis.4483
Dalata.7576	Dzingiberensis.4486
Dalata.7577	Dzingiberensis.4487
Dalata.7578	Dzingiberensis.4488
Dalata.7579	Dzingiberensis.4480
Dalata.7581	Dzingiberensis.4455
Dalata.7582	Dzingiberensis.4456
Dalata.7584	Dzingiberensis.4457
Dalata.7585	Dzingiberensis.4458
Dalata.7587	Dzingiberensis.4459
Dalata.7588	Dzingiberensis.4460
Dalata.7589	Dzingiberensis.4461
Dalata.7590	Dzingiberensis.4462
Dalata.7592	Dzingiberensis.4463
Dalata.7594	Dzingiberensis.4464
Dalata.7595	Dzingiberensis.4465
Dalata.7596	Dzingiberensis.4466
Dalata.7597	Dzingiberensis.4467
Dalata.7599	Dzingiberensis.4468
Dalata.7600	Dzingiberensis.4469
Dalata.7601	Dzingiberensis.4470
Dalata.7610	Dzingiberensis.4471
Dalata.7611	Dzingiberensis.4478
Dalata.7612	Dzingiberensis.4479
Dalata.7614	Dzingiberensis.4440
Dalata.7615	Dzingiberensis.4441
Dalata.7616	Dzingiberensis.4442
Dalata.7617	Dzingiberensis.4445
Dalata.7618	Dzingiberensis.4444
Dalata.7619	Dzingiberensis.4443
Dalata.7621	Dzingiberensis.4447
Dalata.7622	Dzingiberensis.4448
Dalata.7623	Dzingiberensis.4449
Dalata.7626	Dzingiberensis.4451
Dalata.7631	Dzingiberensis.4437
Dalata.7632	Dzingiberensis.4436
Dalata.7634	Dzingiberensis.4434
Dalata.7634	Dzingiberensis.4435
Dalata.7637	Dzingiberensis.4433
Dalata.7638	Dzingiberensis.4434
Dalata.7638	Dzingiberensis.4435
Dalata.7642	Dzingiberensis.4432
Dalata.7644	Dzingiberensis.4428
Dalata.7653	Dzingiberensis.4426
Dalata.7654	Dzingiberensis.4425
Dalata.7655	Dzingiberensis.4424
Dalata.7656	Dzingiberensis.4422
Dalata.7657	Dzingiberensis.4421
Dalata.7658	Dzingiberensis.4420
Dalata.7659	Dzingiberensis.4419
Dalata.7660	Dzingiberensis.4418
Dalata.7661	Dzingiberensis.4417
Dalata.7662	Dzingiberensis.4416
Dalata.7663	Dzingiberensis.4415
Dalata.7664	Dzingiberensis.4414
Dalata.7665	Dzingiberensis.4413
Dalata.7673	Dzingiberensis.4402
Dalata.7675	Dzingiberensis.4400
Dalata.7675	Dzingiberensis.4401
Dalata.7679	Dzingiberensis.4407
Dalata.7679	Dzingiberensis.4408
Dalata.7681	Dzingiberensis.4410
Dalata.7681	Dzingiberensis.4411
Dalata.7682	Dzingiberensis.4398
Dalata.7683	Dzingiberensis.4397
Dalata.7684	Dzingiberensis.4396
Dalata.7685	Dzingiberensis.4395
Dalata.7686	Dzingiberensis.4394
Dalata.7687	Dzingiberensis.4391
Dalata.7688	Dzingiberensis.4390
Dalata.7689	Dzingiberensis.4389
Dalata.7690	Dzingiberensis.4388
Dalata.7694	Dzingiberensis.4380
Dalata.7698	Dzingiberensis.4383
Dalata.7699	Dzingiberensis.4384
Dalata.7700	Dzingiberensis.4385
Dalata.7701	Dzingiberensis.4575
Dalata.7702	Dzingiberensis.4574
Dalata.7703	Dzingiberensis.4573
Dalata.7705	Dzingiberensis.4571
Dalata.7707	Dzingiberensis.4568
Dalata.7712	Dzingiberensis.4566
Dalata.7713	Dzingiberensis.4565
Dalata.7716	Dzingiberensis.4564
Dalata.7719	Dzingiberensis.4562
Dalata.7721	Dzingiberensis.4561
Dalata.7722	Dzingiberensis.4560
Dalata.7723	Dzingiberensis.4559
Dalata.7732	Dzingiberensis.4554
Dalata.7735	Dzingiberensis.4553
Dalata.7736	Dzingiberensis.4552
Dalata.7739	Dzingiberensis.4551
Dalata.7741	Dzingiberensis.4550
Dalata.7743	Dzingiberensis.4549
Dalata.7747	Dzingiberensis.4546
Dalata.7748	Dzingiberensis.4545
Dalata.7749	Dzingiberensis.4544
Dalata.7750	Dzingiberensis.4543
Dalata.7751	Dzingiberensis.4542
Dalata.7752	Dzingiberensis.4541
Dalata.7753	Dzingiberensis.4540
Dalata.7760	Dzingiberensis.4539
Dalata.7761	Dzingiberensis.4538
Dalata.7762	Dzingiberensis.4537
Dalata.7764	Dzingiberensis.4536
Dalata.7765	Dzingiberensis.4535
Dalata.7766	Dzingiberensis.4534
Dalata.7767	Dzingiberensis.4533
Dalata.7768	Dzingiberensis.4530
Dalata.7769	Dzingiberensis.4526
Dalata.7771	Dzingiberensis.4524
Dalata.7773	Dzingiberensis.4519
Dalata.7773	Dzingiberensis.4520
Dalata.7775	Dzingiberensis.4516
Dalata.7780	Dzingiberensis.4514
Dalata.7780	Dzingiberensis.4515
Dalata.7781	Dzingiberensis.4513
Dalata.7782	Dzingiberensis.4512
Dalata.7783	Dzingiberensis.4511
Dalata.7784	Dzingiberensis.4510
Dalata.7793	Dzingiberensis.4507
Dalata.7809	Dzingiberensis.4942
Dalata.7810	Dzingiberensis.4967
Dalata.7811	Dzingiberensis.4944
Dalata.7813	Dzingiberensis.5009
Dalata.7815	Dzingiberensis.4941
Dalata.7821	Dzingiberensis.4948
Dalata.7822	Dzingiberensis.4947
Dalata.7823	Dzingiberensis.4946
Dalata.7828	Dzingiberensis.4945
Dalata.7829	Dzingiberensis.4978
Dalata.7830	Dzingiberensis.4979
Dalata.7831	Dzingiberensis.4976
Dalata.7844	Dzingiberensis.4975
Dalata.7857	Dzingiberensis.4974
Dalata.7858	Dzingiberensis.4973
Dalata.7859	Dzingiberensis.4984
Dalata.7860	Dzingiberensis.4969
Dalata.7877	Dzingiberensis.4951
Dalata.7877	Dzingiberensis.4952
Dalata.7899	Dzingiberensis.4953
Dalata.7902	Dzingiberensis.4954
Dalata.7903	Dzingiberensis.4955
Dalata.7908	Dzingiberensis.4958
Dalata.7908	Dzingiberensis.4957
Dalata.7909	Dzingiberensis.4959
Dalata.7910	Dzingiberensis.4960
Dalata.7911	Dzingiberensis.4961
Dalata.7912	Dzingiberensis.4962
Dalata.7916	Dzingiberensis.4964
Dalata.7917	Dzingiberensis.4963
Dalata.7920	Dzingiberensis.4940
Dalata.7922	Dzingiberensis.4939
Dalata.7924	Dzingiberensis.4938
Dalata.7925	Dzingiberensis.4936
Dalata.7925	Dzingiberensis.4937
Dalata.7926	Dzingiberensis.4935
Dalata.7929	Dzingiberensis.4932
Dalata.7930	Dzingiberensis.4930
Dalata.7931	Dzingiberensis.4929
Dalata.7932	Dzingiberensis.4928
Dalata.7933	Dzingiberensis.4927
Dalata.7934	Dzingiberensis.4926
Dalata.7936	Dzingiberensis.4925
Dalata.7937	Dzingiberensis.4923
Dalata.7938	Dzingiberensis.4922
Dalata.7939	Dzingiberensis.4921
Dalata.7940	Dzingiberensis.4919
Dalata.7941	Dzingiberensis.4918
Dalata.7942	Dzingiberensis.4917
Dalata.7943	Dzingiberensis.4916
Dalata.7944	Dzingiberensis.4914
Dalata.7945	Dzingiberensis.4912
Dalata.7946	Dzingiberensis.4911
Dalata.7947	Dzingiberensis.4910
Dalata.7951	Dzingiberensis.4901
Dalata.7958	Dzingiberensis.4899
Dalata.7959	Dzingiberensis.4898
Dalata.7962	Dzingiberensis.4893
Dalata.7964	Dzingiberensis.4892
Dalata.7965	Dzingiberensis.4891
Dalata.7966	Dzingiberensis.4884
Dalata.7968	Dzingiberensis.4886
Dalata.7969	Dzingiberensis.4887
Dalata.7970	Dzingiberensis.4888
Dalata.7971	Dzingiberensis.4889
Dalata.7973	Dzingiberensis.4890
Dalata.7975	Dzingiberensis.4880
Dalata.7976	Dzingiberensis.4881
Dalata.7979	Dzingiberensis.4879
Dalata.7980	Dzingiberensis.4878
Dalata.7982	Dzingiberensis.4876
Dalata.7983	Dzingiberensis.4875
Dalata.7985	Dzingiberensis.4872
Dalata.7986	Dzingiberensis.4866
Dalata.7987	Dzingiberensis.4865
Dalata.7988	Dzingiberensis.4852
Dalata.7989	Dzingiberensis.4853
Dalata.7990	Dzingiberensis.4856
Dalata.7991	Dzingiberensis.4857
Dalata.7992	Dzingiberensis.4859
Dalata.7993	Dzingiberensis.4860
Dalata.7994	Dzingiberensis.4861
Dalata.7996	Dzingiberensis.4864
Dalata.7997	Dzingiberensis.4851
Dalata.7998	Dzingiberensis.4850
Dalata.8000	Dzingiberensis.4848
Dalata.8001	Dzingiberensis.4847
Dalata.8003	Dzingiberensis.4846
Dalata.8004	Dzingiberensis.4845
Dalata.8005	Dzingiberensis.4844
Dalata.8007	Dzingiberensis.4843
Dalata.8007	Dzingiberensis.4842
Dalata.8009	Dzingiberensis.4832
Dalata.8012	Dzingiberensis.4830
Dalata.8013	Dzingiberensis.4828
Dalata.8014	Dzingiberensis.4827
Dalata.8019	Dzingiberensis.4820
Dalata.8020	Dzingiberensis.4819
Dalata.8021	Dzingiberensis.4818
Dalata.8022	Dzingiberensis.4774
Dalata.8023	Dzingiberensis.4775
Dalata.8024	Dzingiberensis.4776
Dalata.8025	Dzingiberensis.4777
Dalata.8026	Dzingiberensis.4778
Dalata.8027	Dzingiberensis.4786
Dalata.8028	Dzingiberensis.4787
Dalata.8029	Dzingiberensis.4788
Dalata.8030	Dzingiberensis.4789
Dalata.8031	Dzingiberensis.4790
Dalata.8032	Dzingiberensis.4791
Dalata.8033	Dzingiberensis.4792
Dalata.8034	Dzingiberensis.4793
Dalata.8035	Dzingiberensis.4795
Dalata.8038	Dzingiberensis.4798
Dalata.8039	Dzingiberensis.4799
Dalata.8040	Dzingiberensis.4829
Dalata.8043	Dzingiberensis.4800
Dalata.8043	Dzingiberensis.4801
Dalata.8044	Dzingiberensis.4806
Dalata.8045	Dzingiberensis.4807
Dalata.8046	Dzingiberensis.4808
Dalata.8047	Dzingiberensis.4809
Dalata.8048	Dzingiberensis.4810
Dalata.8049	Dzingiberensis.4811
Dalata.8050	Dzingiberensis.4812
Dalata.8051	Dzingiberensis.4813
Dalata.8052	Dzingiberensis.4814
Dalata.8053	Dzingiberensis.4815
Dalata.8054	Dzingiberensis.4816
Dalata.8055	Dzingiberensis.4773
Dalata.8056	Dzingiberensis.4772
Dalata.8059	Dzingiberensis.4769
Dalata.8060	Dzingiberensis.4768
Dalata.8061	Dzingiberensis.4767
Dalata.8062	Dzingiberensis.4765
Dalata.8063	Dzingiberensis.4764
Dalata.8064	Dzingiberensis.4763
Dalata.8065	Dzingiberensis.4762
Dalata.8068	Dzingiberensis.4760
Dalata.8069	Dzingiberensis.4759
Dalata.8070	Dzingiberensis.4758
Dalata.8071	Dzingiberensis.4756
Dalata.8072	Dzingiberensis.4757
Dalata.8073	Dzingiberensis.4755
Dalata.8074	Dzingiberensis.4754
Dalata.8075	Dzingiberensis.4753
Dalata.8076	Dzingiberensis.4752
Dalata.8077	Dzingiberensis.4751
Dalata.8078	Dzingiberensis.4749
Dalata.8079	Dzingiberensis.4748
Dalata.8081	Dzingiberensis.4746
Dalata.8082	Dzingiberensis.4745
Dalata.8085	Dzingiberensis.4743
Dalata.8086	Dzingiberensis.4742
Dalata.8087	Dzingiberensis.4741
Dalata.8088	Dzingiberensis.4740
Dalata.8089	Dzingiberensis.4739
Dalata.8090	Dzingiberensis.4738
Dalata.8091	Dzingiberensis.4736
Dalata.8092	Dzingiberensis.4735
Dalata.8093	Dzingiberensis.4734
Dalata.8094	Dzingiberensis.4733
Dalata.8095	Dzingiberensis.4732
Dalata.8096	Dzingiberensis.4731
Dalata.8097	Dzingiberensis.4730
Dalata.8098	Dzingiberensis.4729
Dalata.8099	Dzingiberensis.4727
Dalata.8100	Dzingiberensis.4726
Dalata.8101	Dzingiberensis.4725
Dalata.8102	Dzingiberensis.4724
Dalata.8103	Dzingiberensis.4723
Dalata.8105	Dzingiberensis.4737
Dalata.8106	Dzingiberensis.4722
Dalata.8107	Dzingiberensis.4721
Dalata.8108	Dzingiberensis.4720
Dalata.8109	Dzingiberensis.4719
Dalata.8110	Dzingiberensis.4718
Dalata.8111	Dzingiberensis.4717
Dalata.8113	Dzingiberensis.4715
Dalata.8117	Dzingiberensis.4710
Dalata.8118	Dzingiberensis.4708
Dalata.8119	Dzingiberensis.4706
Dalata.8122	Dzingiberensis.4704
Dalata.8123	Dzingiberensis.4703
Dalata.8125	Dzingiberensis.4701
Dalata.8126	Dzingiberensis.4700
Dalata.8127	Dzingiberensis.4699
Dalata.8128	Dzingiberensis.4698
Dalata.8129	Dzingiberensis.4697
Dalata.8130	Dzingiberensis.4696
Dalata.8131	Dzingiberensis.4695
Dalata.8132	Dzingiberensis.4694
Dalata.8133	Dzingiberensis.4693
Dalata.8134	Dzingiberensis.4692
Dalata.8135	Dzingiberensis.4691
Dalata.8136	Dzingiberensis.4690
Dalata.8137	Dzingiberensis.4689
Dalata.8138	Dzingiberensis.4688
Dalata.8139	Dzingiberensis.4687
Dalata.8140	Dzingiberensis.4686
Dalata.8141	Dzingiberensis.4685
Dalata.8142	Dzingiberensis.4684
Dalata.8143	Dzingiberensis.4682
Dalata.8144	Dzingiberensis.4681
Dalata.8146	Dzingiberensis.4679
Dalata.8147	Dzingiberensis.4678
Dalata.8148	Dzingiberensis.4677
Dalata.8149	Dzingiberensis.4676
Dalata.8150	Dzingiberensis.4675
Dalata.8152	Dzingiberensis.4666
Dalata.8155	Dzingiberensis.4664
Dalata.8156	Dzingiberensis.4662
Dalata.8159	Dzingiberensis.4660
Dalata.8161	Dzingiberensis.4659
Dalata.8162	Dzingiberensis.4658
Dalata.8165	Dzingiberensis.4657
Dalata.8166	Dzingiberensis.4655
Dalata.8167	Dzingiberensis.4654
Dalata.8168	Dzingiberensis.4653
Dalata.8169	Dzingiberensis.4652
Dalata.8170	Dzingiberensis.4651
Dalata.8171	Dzingiberensis.4650
Dalata.8172	Dzingiberensis.4649
Dalata.8173	Dzingiberensis.4648
Dalata.8174	Dzingiberensis.4647
Dalata.8176	Dzingiberensis.4645
Dalata.8177	Dzingiberensis.4644
Dalata.8178	Dzingiberensis.4643
Dalata.8179	Dzingiberensis.4642
Dalata.8180	Dzingiberensis.4641
Dalata.8181	Dzingiberensis.4640
Dalata.8182	Dzingiberensis.4639
Dalata.8183	Dzingiberensis.4638
Dalata.8184	Dzingiberensis.4637
Dalata.8185	Dzingiberensis.4636
Dalata.8186	Dzingiberensis.4634
Dalata.8188	Dzingiberensis.4632
Dalata.8189	Dzingiberensis.4631
Dalata.8191	Dzingiberensis.4626
Dalata.8193	Dzingiberensis.4625
Dalata.8194	Dzingiberensis.4673
Dalata.8195	Dzingiberensis.4624
Dalata.8196	Dzingiberensis.4623
Dalata.8197	Dzingiberensis.4622
Dalata.8198	Dzingiberensis.4621
Dalata.8199	Dzingiberensis.4620
Dalata.8200	Dzingiberensis.4619
Dalata.8201	Dzingiberensis.4618
Dalata.8202	Dzingiberensis.4617
Dalata.8204	Dzingiberensis.4615
Dalata.8207	Dzingiberensis.4669
Dalata.8207	Dzingiberensis.4670
Dalata.8207	Dzingiberensis.4668
Dalata.8214	Dzingiberensis.4577
Dalata.8215	Dzingiberensis.4578
Dalata.8216	Dzingiberensis.4581
Dalata.8218	Dzingiberensis.4582
Dalata.8219	Dzingiberensis.4583
Dalata.8220	Dzingiberensis.4584
Dalata.8221	Dzingiberensis.4585
Dalata.8222	Dzingiberensis.4586
Dalata.8223	Dzingiberensis.4587
Dalata.8224	Dzingiberensis.4588
Dalata.8225	Dzingiberensis.4590
Dalata.8226	Dzingiberensis.4592
Dalata.8227	Dzingiberensis.4593
Dalata.8228	Dzingiberensis.4594
Dalata.8261	Dzingiberensis.9476
Dalata.8262	Dzingiberensis.9475
Dalata.8264	Dzingiberensis.9474
Dalata.8265	Dzingiberensis.9473
Dalata.8266	Dzingiberensis.9472
Dalata.8267	Dzingiberensis.9471
Dalata.8268	Dzingiberensis.9470
Dalata.8269	Dzingiberensis.9469
Dalata.8270	Dzingiberensis.9468
Dalata.8271	Dzingiberensis.9467
Dalata.8272	Dzingiberensis.9466
Dalata.8273	Dzingiberensis.9464
Dalata.8275	Dzingiberensis.9463
Dalata.8276	Dzingiberensis.9462
Dalata.8278	Dzingiberensis.9461
Dalata.8279	Dzingiberensis.9460
Dalata.8280	Dzingiberensis.9459
Dalata.8281	Dzingiberensis.9457
Dalata.8282	Dzingiberensis.9458
Dalata.8283	Dzingiberensis.9456
Dalata.8286	Dzingiberensis.9455
Dalata.8287	Dzingiberensis.9452
Dalata.8288	Dzingiberensis.9451
Dalata.8289	Dzingiberensis.9450
Dalata.8290	Dzingiberensis.9449
Dalata.8291	Dzingiberensis.9448
Dalata.8292	Dzingiberensis.9447
Dalata.8293	Dzingiberensis.9446
Dalata.8294	Dzingiberensis.9445
Dalata.8295	Dzingiberensis.9444
Dalata.8296	Dzingiberensis.9443
Dalata.8297	Dzingiberensis.9442
Dalata.8298	Dzingiberensis.9441
Dalata.8299	Dzingiberensis.9440
Dalata.8300	Dzingiberensis.9439
Dalata.8302	Dzingiberensis.9437
Dalata.8303	Dzingiberensis.9436
Dalata.8304	Dzingiberensis.9435
Dalata.8307	Dzingiberensis.9434
Dalata.8308	Dzingiberensis.9431
Dalata.8309	Dzingiberensis.9433
Dalata.8310	Dzingiberensis.9429
Dalata.8310	Dzingiberensis.9430
Dalata.8311	Dzingiberensis.9428
Dalata.8312	Dzingiberensis.9427
Dalata.8313	Dzingiberensis.9425
Dalata.8313	Dzingiberensis.9426
Dalata.8314	Dzingiberensis.9424
Dalata.8315	Dzingiberensis.9423
Dalata.8316	Dzingiberensis.9422
Dalata.8318	Dzingiberensis.9421
Dalata.8317	Dzingiberensis.9420
Dalata.8319	Dzingiberensis.9419
Dalata.8320	Dzingiberensis.9418
Dalata.8321	Dzingiberensis.9417
Dalata.8322	Dzingiberensis.9416
Dalata.8323	Dzingiberensis.9415
Dalata.8325	Dzingiberensis.9414
Dalata.8326	Dzingiberensis.9413
Dalata.8327	Dzingiberensis.9412
Dalata.8328	Dzingiberensis.9411
Dalata.8329	Dzingiberensis.9410
Dalata.8330	Dzingiberensis.9409
Dalata.8331	Dzingiberensis.9408
Dalata.8332	Dzingiberensis.9407
Dalata.8333	Dzingiberensis.9406
Dalata.8334	Dzingiberensis.9405
Dalata.8335	Dzingiberensis.9404
Dalata.8337	Dzingiberensis.9402
Dalata.8339	Dzingiberensis.9400
