Dalata.10	Drotundata.1288
Dalata.13459	Drotundata.16482
Dalata.13460	Drotundata.16275
Dalata.13461	Drotundata.16274
Dalata.13462	Drotundata.15969
Dalata.13464	Drotundata.16269
Dalata.13465	Drotundata.16477
Dalata.13466	Drotundata.16335
Dalata.13469	Drotundata.3052
Dalata.13471	Drotundata.16517
Dalata.13473	Drotundata.16513
Dalata.13474	Drotundata.16514
Dalata.13475	Drotundata.16516
Dalata.1348	Drotundata.1685
Dalata.13486	Drotundata.23987
Dalata.13489	Drotundata.16472
Dalata.1349	Drotundata.1673
Dalata.13491	Drotundata.16473
Dalata.13492	Drotundata.16408
Dalata.13493	Drotundata.16524
Dalata.13494	Drotundata.16528
Dalata.13497	Drotundata.16534
Dalata.13498	Drotundata.16326
Dalata.13499	Drotundata.16485
Dalata.135	Drotundata.1142
Dalata.1350	Drotundata.1848
Dalata.13501	Drotundata.16046
Dalata.13505	Drotundata.16382
Dalata.13506	Drotundata.16385
Dalata.13507	Drotundata.16386
Dalata.13508	Drotundata.16388
Dalata.13509	Drotundata.16390
Dalata.1351	Drotundata.1849
Dalata.13511	Drotundata.16293
Dalata.13513	Drotundata.16395
Dalata.13514	Drotundata.16396
Dalata.13516	Drotundata.16323
Dalata.13516	Drotundata.16324
Dalata.13517	Drotundata.16315
Dalata.13519	Drotundata.16318
Dalata.1352	Drotundata.12551
Dalata.13521	Drotundata.16439
Dalata.13522	Drotundata.16341
Dalata.13523	Drotundata.16340
Dalata.13525	Drotundata.16338
Dalata.13526	Drotundata.16337
Dalata.13528	Drotundata.16295
Dalata.13529	Drotundata.16427
Dalata.13530	Drotundata.16399
Dalata.13531	Drotundata.16368
Dalata.13533	Drotundata.16362
Dalata.13534	Drotundata.16277
Dalata.13535	Drotundata.16278
Dalata.13536	Drotundata.16279
Dalata.13537	Drotundata.16281
Dalata.13538	Drotundata.16283
Dalata.13540	Drotundata.16284
Dalata.13541	Drotundata.16286
Dalata.13542	Drotundata.16287
Dalata.13543	Drotundata.16289
Dalata.13544	Drotundata.16290
Dalata.13545	Drotundata.16291
Dalata.13548	Drotundata.16462
Dalata.13549	Drotundata.16462
Dalata.13552	Drotundata.16486
Dalata.13553	Drotundata.16489
Dalata.13554	Drotundata.16490
Dalata.13555	Drotundata.16492
Dalata.13556	Drotundata.16494
Dalata.13557	Drotundata.16495
Dalata.13558	Drotundata.16497
Dalata.13559	Drotundata.16499
Dalata.1356	Drotundata.25204
Dalata.13561	Drotundata.16501
Dalata.13563	Drotundata.16502
Dalata.13564	Drotundata.16503
Dalata.13565	Drotundata.16535
Dalata.13567	Drotundata.16539
Dalata.13568	Drotundata.16543
Dalata.13569	Drotundata.16546
Dalata.13570	Drotundata.16548
Dalata.13573	Drotundata.16553
Dalata.13574	Drotundata.16554
Dalata.13576	Drotundata.16558
Dalata.13577	Drotundata.16577
Dalata.13578	Drotundata.16573
Dalata.13580	Drotundata.16542
Dalata.13581	Drotundata.16541
Dalata.13582	Drotundata.16540
Dalata.13583	Drotundata.16571
Dalata.13585	Drotundata.16567
Dalata.13586	Drotundata.16565
Dalata.13589	Drotundata.16562
Dalata.13590	Drotundata.16561
Dalata.13591	Drotundata.16560
Dalata.13592	Drotundata.16579
Dalata.13593	Drotundata.16580
Dalata.13595	Drotundata.16582
Dalata.13596	Drotundata.16583
Dalata.13597	Drotundata.16585
Dalata.13598	Drotundata.16587
Dalata.13599	Drotundata.16581
Dalata.13599	Drotundata.16588
Dalata.1360	Drotundata.1790
Dalata.13600	Drotundata.16589
Dalata.13602	Drotundata.16590
Dalata.13604	Drotundata.16591
Dalata.13605	Drotundata.16592
Dalata.13606	Drotundata.16593
Dalata.13607	Drotundata.16595
Dalata.13614	Drotundata.16606
Dalata.13615	Drotundata.16607
Dalata.13616	Drotundata.16608
Dalata.13617	Drotundata.16609
Dalata.13618	Drotundata.27064
Dalata.13619	Drotundata.27062
Dalata.13619	Drotundata.27063
Dalata.13620	Drotundata.27061
Dalata.13623	Drotundata.27058
Dalata.13624	Drotundata.27057
Dalata.13625	Drotundata.27056
Dalata.13626	Drotundata.27054
Dalata.13627	Drotundata.27051
Dalata.13628	Drotundata.27050
Dalata.1363	Drotundata.33962
Dalata.13631	Drotundata.16610
Dalata.13632	Drotundata.16638
Dalata.13633	Drotundata.16657
Dalata.13635	Drotundata.16640
Dalata.13637	Drotundata.16643
Dalata.13638	Drotundata.16644
Dalata.13639	Drotundata.16645
Dalata.1364	Drotundata.1722
Dalata.13640	Drotundata.16646
Dalata.13642	Drotundata.16647
Dalata.13643	Drotundata.16648
Dalata.13644	Drotundata.16660
Dalata.13645	Drotundata.16661
Dalata.13646	Drotundata.16662
Dalata.13647	Drotundata.16612
Dalata.13649	Drotundata.16678
Dalata.13651	Drotundata.16677
Dalata.13652	Drotundata.16676
Dalata.13653	Drotundata.16674
Dalata.13654	Drotundata.16673
Dalata.13655	Drotundata.16672
Dalata.13657	Drotundata.16668
Dalata.13658	Drotundata.32521
Dalata.13659	Drotundata.16685
Dalata.13663	Drotundata.16664
Dalata.13665	Drotundata.16666
Dalata.13666	Drotundata.16667
Dalata.13668	Drotundata.16688
Dalata.13677	Drotundata.16618
Dalata.1368	Drotundata.22716
Dalata.13680	Drotundata.16624
Dalata.13681	Drotundata.16626
Dalata.13682	Drotundata.16627
Dalata.13683	Drotundata.16680
Dalata.13684	Drotundata.16679
Dalata.13685	Drotundata.16690
Dalata.13686	Drotundata.16691
Dalata.13689	Drotundata.16699
Dalata.13694	Drotundata.16707
Dalata.13695	Drotundata.16708
Dalata.13696	Drotundata.16709
Dalata.13697	Drotundata.16710
Dalata.13699	Drotundata.16713
Dalata.137	Drotundata.1108
Dalata.13700	Drotundata.16714
Dalata.13701	Drotundata.16715
Dalata.13702	Drotundata.16716
Dalata.13703	Drotundata.16717
Dalata.13705	Drotundata.16719
Dalata.13707	Drotundata.16724
Dalata.13708	Drotundata.16725
Dalata.13709	Drotundata.16726
Dalata.13711	Drotundata.16727
Dalata.13713	Drotundata.16728
Dalata.13714	Drotundata.16729
Dalata.13715	Drotundata.16730
Dalata.13716	Drotundata.16731
Dalata.13717	Drotundata.16736
Dalata.13718	Drotundata.16734
Dalata.13720	Drotundata.16739
Dalata.13722	Drotundata.16743
Dalata.13723	Drotundata.16744
Dalata.13724	Drotundata.16745
Dalata.13725	Drotundata.16746
Dalata.13726	Drotundata.16747
Dalata.13727	Drotundata.16748
Dalata.13728	Drotundata.16749
Dalata.13729	Drotundata.16750
Dalata.1373	Drotundata.1751
Dalata.13730	Drotundata.16759
Dalata.13733	Drotundata.16760
Dalata.13734	Drotundata.874
Dalata.13735	Drotundata.873
Dalata.13737	Drotundata.871
Dalata.13738	Drotundata.16767
Dalata.13739	Drotundata.24632
Dalata.13740	Drotundata.24631
Dalata.13741	Drotundata.16783
Dalata.13742	Drotundata.16785
Dalata.13743	Drotundata.16786
Dalata.13744	Drotundata.16787
Dalata.13745	Drotundata.16788
Dalata.13746	Drotundata.16789
Dalata.13747	Drotundata.16790
Dalata.13749	Drotundata.16792
Dalata.1375	Drotundata.1932
Dalata.13750	Drotundata.16793
Dalata.13751	Drotundata.16795
Dalata.13752	Drotundata.16796
Dalata.13753	Drotundata.16797
Dalata.13754	Drotundata.16771
Dalata.13755	Drotundata.16772
Dalata.13756	Drotundata.16773
Dalata.13757	Drotundata.16774
Dalata.13759	Drotundata.16776
Dalata.1376	Drotundata.1893
Dalata.13760	Drotundata.16777
Dalata.13762	Drotundata.16806
Dalata.13763	Drotundata.16807
Dalata.13764	Drotundata.16808
Dalata.13765	Drotundata.16809
Dalata.13767	Drotundata.16811
Dalata.13769	Drotundata.16812
Dalata.13770	Drotundata.16813
Dalata.13772	Drotundata.16815
Dalata.13773	Drotundata.16816
Dalata.13774	Drotundata.34280
Dalata.13775	Drotundata.34279
Dalata.13776	Drotundata.34277
Dalata.13777	Drotundata.34276
Dalata.13778	Drotundata.34274
Dalata.13779	Drotundata.32476
Dalata.1378	Drotundata.1814
Dalata.13780	Drotundata.10763
Dalata.13782	Drotundata.16834
Dalata.13786	Drotundata.16829
Dalata.13787	Drotundata.18292
Dalata.13789	Drotundata.18017
Dalata.13790	Drotundata.29596
Dalata.13791	Drotundata.16838
Dalata.13792	Drotundata.16839
Dalata.13793	Drotundata.16840
Dalata.13794	Drotundata.16841
Dalata.13795	Drotundata.16842
Dalata.13796	Drotundata.16843
Dalata.13799	Drotundata.16845
Dalata.138	Drotundata.1107
Dalata.1380	Drotundata.1719
Dalata.13801	Drotundata.16847
Dalata.13801	Drotundata.16848
Dalata.13802	Drotundata.16849
Dalata.13803	Drotundata.16850
Dalata.13804	Drotundata.16852
Dalata.13805	Drotundata.16853
Dalata.13806	Drotundata.16854
Dalata.13807	Drotundata.16855
Dalata.13809	Drotundata.16856
Dalata.13810	Drotundata.16857
Dalata.13811	Drotundata.16858
Dalata.13812	Drotundata.16859
Dalata.13813	Drotundata.16860
Dalata.13816	Drotundata.16863
Dalata.13817	Drotundata.16864
Dalata.13818	Drotundata.16866
Dalata.13819	Drotundata.16867
Dalata.13820	Drotundata.16868
Dalata.13821	Drotundata.16869
Dalata.13822	Drotundata.16870
Dalata.13823	Drotundata.16871
Dalata.13824	Drotundata.11181
Dalata.13828	Drotundata.16873
Dalata.13830	Drotundata.16876
Dalata.13831	Drotundata.16877
Dalata.13833	Drotundata.16879
Dalata.13834	Drotundata.16880
Dalata.13835	Drotundata.16881
Dalata.13836	Drotundata.16882
Dalata.13837	Drotundata.16883
Dalata.13838	Drotundata.16884
Dalata.13839	Drotundata.16885
Dalata.1384	Drotundata.1721
Dalata.13840	Drotundata.16886
Dalata.13841	Drotundata.16887
Dalata.13843	Drotundata.16891
Dalata.13844	Drotundata.16892
Dalata.13845	Drotundata.16938
Dalata.13846	Drotundata.16952
Dalata.13847	Drotundata.16951
Dalata.13850	Drotundata.16950
Dalata.13852	Drotundata.16948
Dalata.13854	Drotundata.16945
Dalata.13855	Drotundata.16943
Dalata.13856	Drotundata.16942
Dalata.13858	Drotundata.9153
Dalata.13860	Drotundata.16971
Dalata.13863	Drotundata.16966
Dalata.13864	Drotundata.16965
Dalata.13865	Drotundata.16963
Dalata.13866	Drotundata.16962
Dalata.13867	Drotundata.16916
Dalata.13868	Drotundata.16936
Dalata.13869	Drotundata.16912
Dalata.13870	Drotundata.16933
Dalata.13871	Drotundata.16910
Dalata.13884	Drotundata.16928
Dalata.13885	Drotundata.16960
Dalata.13886	Drotundata.16959
Dalata.13889	Drotundata.16957
Dalata.13890	Drotundata.16956
Dalata.13891	Drotundata.16955
Dalata.13892	Drotundata.16954
Dalata.13893	Drotundata.30531
Dalata.13897	Drotundata.35363
Dalata.139	Drotundata.1110
Dalata.13901	Drotundata.16953
Dalata.13903	Drotundata.16920
Dalata.13904	Drotundata.16921
Dalata.13906	Drotundata.16896
Dalata.13907	Drotundata.16894
Dalata.13909	Drotundata.16972
Dalata.13910	Drotundata.16973
Dalata.13911	Drotundata.16974
Dalata.13912	Drotundata.16975
Dalata.13913	Drotundata.16976
Dalata.13914	Drotundata.16977
Dalata.13919	Drotundata.16990
Dalata.13920	Drotundata.16985
Dalata.13921	Drotundata.16980
Dalata.13921	Drotundata.16981
Dalata.13922	Drotundata.16995
Dalata.13923	Drotundata.16993
Dalata.13924	Drotundata.16992
Dalata.13925	Drotundata.16991
Dalata.13926	Drotundata.16987
Dalata.13927	Drotundata.16996
Dalata.13928	Drotundata.16997
Dalata.13931	Drotundata.16999
Dalata.13932	Drotundata.17000
Dalata.13933	Drotundata.17002
Dalata.13937	Drotundata.17005
Dalata.13938	Drotundata.17006
Dalata.13939	Drotundata.17007
Dalata.13943	Drotundata.17010
Dalata.13943	Drotundata.17011
Dalata.13944	Drotundata.17012
Dalata.13946	Drotundata.17013
Dalata.13947	Drotundata.17014
Dalata.13948	Drotundata.17015
Dalata.13949	Drotundata.17016
Dalata.13950	Drotundata.17017
Dalata.13951	Drotundata.17018
Dalata.13952	Drotundata.17019
Dalata.13953	Drotundata.17020
Dalata.13954	Drotundata.17021
Dalata.13955	Drotundata.17022
Dalata.13957	Drotundata.17024
Dalata.13960	Drotundata.17026
Dalata.13961	Drotundata.17027
Dalata.13962	Drotundata.17028
Dalata.13963	Drotundata.17029
Dalata.13964	Drotundata.17030
Dalata.13964	Drotundata.17031
Dalata.13965	Drotundata.17032
Dalata.13966	Drotundata.17033
Dalata.13968	Drotundata.17071
Dalata.13969	Drotundata.17070
Dalata.13971	Drotundata.17069
Dalata.13973	Drotundata.17036
Dalata.13974	Drotundata.17037
Dalata.13976	Drotundata.17038
Dalata.13977	Drotundata.17039
Dalata.13979	Drotundata.17040
Dalata.13980	Drotundata.17041
Dalata.13983	Drotundata.17042
Dalata.13984	Drotundata.17043
Dalata.13984	Drotundata.17044
Dalata.13986	Drotundata.17045
Dalata.13987	Drotundata.17046
Dalata.13989	Drotundata.17049
Dalata.13992	Drotundata.17050
Dalata.13994	Drotundata.17051
Dalata.13995	Drotundata.17052
Dalata.14	Drotundata.1282
Dalata.14001	Drotundata.17053
Dalata.14002	Drotundata.17054
Dalata.14003	Drotundata.17055
Dalata.14004	Drotundata.17057
Dalata.14005	Drotundata.17058
Dalata.14006	Drotundata.17059
Dalata.14007	Drotundata.17060
Dalata.14008	Drotundata.17061
Dalata.14009	Drotundata.17057
Dalata.1401	Drotundata.14228
Dalata.14011	Drotundata.17059
Dalata.14013	Drotundata.17061
Dalata.14014	Drotundata.17062
Dalata.14017	Drotundata.17072
Dalata.14018	Drotundata.17074
Dalata.14019	Drotundata.17075
Dalata.14020	Drotundata.17076
Dalata.14021	Drotundata.17077
Dalata.14022	Drotundata.17079
Dalata.14023	Drotundata.17081
Dalata.14024	Drotundata.17082
Dalata.14025	Drotundata.17083
Dalata.14026	Drotundata.17084
Dalata.14027	Drotundata.17085
Dalata.14028	Drotundata.17086
Dalata.14029	Drotundata.30533
Dalata.14030	Drotundata.30534
Dalata.14031	Drotundata.30535
Dalata.14032	Drotundata.30536
Dalata.14032	Drotundata.30537
Dalata.14033	Drotundata.30538
Dalata.14034	Drotundata.30539
Dalata.14036	Drotundata.30540
Dalata.14037	Drotundata.30541
Dalata.14039	Drotundata.30542
Dalata.14040	Drotundata.30543
Dalata.14043	Drotundata.17094
Dalata.14044	Drotundata.17092
Dalata.14045	Drotundata.17098
Dalata.14046	Drotundata.17099
Dalata.14047	Drotundata.17100
Dalata.14049	Drotundata.17101
Dalata.1405	Drotundata.1768
Dalata.14051	Drotundata.17104
Dalata.14052	Drotundata.17105
Dalata.14053	Drotundata.17107
Dalata.14054	Drotundata.17111
Dalata.14055	Drotundata.17112
Dalata.14056	Drotundata.17113
Dalata.14057	Drotundata.17114
Dalata.14058	Drotundata.17116
Dalata.14059	Drotundata.17117
Dalata.1406	Drotundata.1767
Dalata.14060	Drotundata.17118
Dalata.14061	Drotundata.17119
Dalata.14062	Drotundata.17120
Dalata.14064	Drotundata.17121
Dalata.14065	Drotundata.17122
Dalata.14068	Drotundata.17124
Dalata.14069	Drotundata.30544
Dalata.14070	Drotundata.30545
Dalata.14071	Drotundata.30546
Dalata.14072	Drotundata.30547
Dalata.14074	Drotundata.30550
Dalata.14075	Drotundata.1221
Dalata.14075	Drotundata.14422
Dalata.14075	Drotundata.30551
Dalata.14077	Drotundata.30552
Dalata.14079	Drotundata.30554
Dalata.14081	Drotundata.30556
Dalata.14082	Drotundata.30557
Dalata.14083	Drotundata.30558
Dalata.14084	Drotundata.30559
Dalata.14086	Drotundata.30561
Dalata.14087	Drotundata.30563
Dalata.14088	Drotundata.30564
Dalata.14089	Drotundata.30566
Dalata.1409	Drotundata.1933
Dalata.14090	Drotundata.30567
Dalata.14091	Drotundata.30568
Dalata.14091	Drotundata.30569
Dalata.14092	Drotundata.30570
Dalata.14093	Drotundata.30571
Dalata.14094	Drotundata.30572
Dalata.14095	Drotundata.30573
Dalata.14098	Drotundata.30574
Dalata.14099	Drotundata.30575
Dalata.141	Drotundata.1113
Dalata.1410	Drotundata.1694
Dalata.14100	Drotundata.17125
Dalata.14101	Drotundata.17126
Dalata.14102	Drotundata.17128
Dalata.14103	Drotundata.17129
Dalata.14104	Drotundata.17130
Dalata.14105	Drotundata.17131
Dalata.14106	Drotundata.17133
Dalata.14107	Drotundata.17134
Dalata.14108	Drotundata.17135
Dalata.1411	Drotundata.1692
Dalata.14111	Drotundata.30578
Dalata.14112	Drotundata.30579
Dalata.14113	Drotundata.30580
Dalata.14114	Drotundata.30581
Dalata.14115	Drotundata.30582
Dalata.14116	Drotundata.30583
Dalata.14117	Drotundata.30584
Dalata.14118	Drotundata.30585
Dalata.14119	Drotundata.30586
Dalata.1412	Drotundata.1963
Dalata.14120	Drotundata.30587
Dalata.14121	Drotundata.30588
Dalata.14122	Drotundata.30590
Dalata.14123	Drotundata.30591
Dalata.14124	Drotundata.30592
Dalata.14125	Drotundata.30593
Dalata.14126	Drotundata.30594
Dalata.14127	Drotundata.30596
Dalata.14128	Drotundata.30597
Dalata.14129	Drotundata.17143
Dalata.14131	Drotundata.30599
Dalata.14132	Drotundata.30600
Dalata.14133	Drotundata.30601
Dalata.14135	Drotundata.30603
Dalata.14136	Drotundata.30604
Dalata.14137	Drotundata.30605
Dalata.14139	Drotundata.30607
Dalata.1414	Drotundata.1681
Dalata.14140	Drotundata.30608
Dalata.14141	Drotundata.17144
Dalata.14142	Drotundata.30612
Dalata.14144	Drotundata.17152
Dalata.14146	Drotundata.17156
Dalata.14147	Drotundata.17157
Dalata.14148	Drotundata.17158
Dalata.14149	Drotundata.17159
Dalata.14150	Drotundata.17162
Dalata.14151	Drotundata.17165
Dalata.14153	Drotundata.17167
Dalata.14154	Drotundata.17171
Dalata.14155	Drotundata.17172
Dalata.14156	Drotundata.17173
Dalata.14157	Drotundata.17174
Dalata.14158	Drotundata.17175
Dalata.14159	Drotundata.17176
Dalata.14160	Drotundata.17177
Dalata.14161	Drotundata.17179
Dalata.14163	Drotundata.17180
Dalata.14165	Drotundata.17181
Dalata.14166	Drotundata.17182
Dalata.14168	Drotundata.17185
Dalata.14169	Drotundata.17186
Dalata.14171	Drotundata.17189
Dalata.14172	Drotundata.17190
Dalata.14173	Drotundata.17191
Dalata.14174	Drotundata.17193
Dalata.14175	Drotundata.17194
Dalata.14177	Drotundata.17196
Dalata.14178	Drotundata.17197
Dalata.14179	Drotundata.17198
Dalata.14180	Drotundata.17199
Dalata.14182	Drotundata.17200
Dalata.14183	Drotundata.17201
Dalata.14186	Drotundata.17203
Dalata.14187	Drotundata.17204
Dalata.14188	Drotundata.17205
Dalata.14189	Drotundata.17206
Dalata.14192	Drotundata.17209
Dalata.14193	Drotundata.17210
Dalata.14195	Drotundata.17213
Dalata.14199	Drotundata.17215
Dalata.1420	Drotundata.1985
Dalata.14200	Drotundata.17216
Dalata.14202	Drotundata.17217
Dalata.14203	Drotundata.17218
Dalata.14204	Drotundata.17219
Dalata.14204	Drotundata.17220
Dalata.14205	Drotundata.17221
Dalata.14206	Drotundata.17223
Dalata.14207	Drotundata.17224
Dalata.14208	Drotundata.17225
Dalata.14209	Drotundata.17226
Dalata.1421	Drotundata.1797
Dalata.14210	Drotundata.17227
Dalata.14211	Drotundata.17229
Dalata.14212	Drotundata.17230
Dalata.14213	Drotundata.17232
Dalata.14214	Drotundata.17233
Dalata.14215	Drotundata.17235
Dalata.14216	Drotundata.17236
Dalata.14218	Drotundata.17237
Dalata.14219	Drotundata.17238
Dalata.14220	Drotundata.17239
Dalata.14221	Drotundata.17240
Dalata.14222	Drotundata.17242
Dalata.14223	Drotundata.17244
Dalata.14224	Drotundata.17245
Dalata.14225	Drotundata.17246
Dalata.14226	Drotundata.17247
Dalata.14228	Drotundata.17248
Dalata.14229	Drotundata.17249
Dalata.1423	Drotundata.1794
Dalata.14230	Drotundata.17250
Dalata.14231	Drotundata.17251
Dalata.14232	Drotundata.17252
Dalata.14233	Drotundata.17253
Dalata.14234	Drotundata.17254
Dalata.14235	Drotundata.17255
Dalata.14236	Drotundata.17256
Dalata.14237	Drotundata.17257
Dalata.14238	Drotundata.17258
Dalata.14239	Drotundata.17261
Dalata.14242	Drotundata.17280
Dalata.14243	Drotundata.17281
Dalata.14244	Drotundata.17282
Dalata.14245	Drotundata.17284
Dalata.14246	Drotundata.17286
Dalata.14247	Drotundata.17287
Dalata.14249	Drotundata.17288
Dalata.14250	Drotundata.17289
Dalata.14251	Drotundata.17290
Dalata.14253	Drotundata.17293
Dalata.14254	Drotundata.17294
Dalata.14256	Drotundata.17295
Dalata.14258	Drotundata.17297
Dalata.14259	Drotundata.17298
Dalata.14260	Drotundata.17300
Dalata.14261	Drotundata.17301
Dalata.14262	Drotundata.17302
Dalata.14263	Drotundata.17274
Dalata.14264	Drotundata.17271
Dalata.14265	Drotundata.31410
Dalata.14266	Drotundata.17264
Dalata.14269	Drotundata.17262
Dalata.14270	Drotundata.17305
Dalata.14271	Drotundata.17307
Dalata.14272	Drotundata.17308
Dalata.14273	Drotundata.17309
Dalata.14274	Drotundata.17310
Dalata.14276	Drotundata.17312
Dalata.14277	Drotundata.17313
Dalata.14278	Drotundata.17314
Dalata.1428	Drotundata.28951
Dalata.14280	Drotundata.17317
Dalata.14281	Drotundata.17318
Dalata.14284	Drotundata.17335
Dalata.14285	Drotundata.17334
Dalata.14289	Drotundata.17324
Dalata.1429	Drotundata.1742
Dalata.14290	Drotundata.17344
Dalata.14292	Drotundata.17342
Dalata.14294	Drotundata.17341
Dalata.14294	Drotundata.17346
Dalata.14295	Drotundata.17340
Dalata.14296	Drotundata.17338
Dalata.14296	Drotundata.17339
Dalata.14297	Drotundata.17337
Dalata.14298	Drotundata.17347
Dalata.14299	Drotundata.17348
Dalata.143	Drotundata.1115
Dalata.14300	Drotundata.17351
Dalata.14309	Drotundata.17373
Dalata.1431	Drotundata.1954
Dalata.14310	Drotundata.17371
Dalata.14311	Drotundata.17384
Dalata.14314	Drotundata.17401
Dalata.14317	Drotundata.17417
Dalata.14318	Drotundata.27706
Dalata.1432	Drotundata.1952
Dalata.14330	Drotundata.17411
Dalata.14331	Drotundata.17412
Dalata.14332	Drotundata.9814
Dalata.14337	Drotundata.29114
Dalata.14339	Drotundata.16310
Dalata.14341	Drotundata.17418
Dalata.14342	Drotundata.17420
Dalata.14343	Drotundata.17421
Dalata.14344	Drotundata.17422
Dalata.14345	Drotundata.17426
Dalata.14346	Drotundata.17425
Dalata.14348	Drotundata.17430
Dalata.1435	Drotundata.1782
Dalata.14351	Drotundata.17432
Dalata.14352	Drotundata.17434
Dalata.14353	Drotundata.17435
Dalata.14355	Drotundata.17436
Dalata.14356	Drotundata.17438
Dalata.14358	Drotundata.17439
Dalata.1436	Drotundata.1784
Dalata.14361	Drotundata.17442
Dalata.14362	Drotundata.17443
Dalata.14363	Drotundata.17444
Dalata.14364	Drotundata.17445
Dalata.14365	Drotundata.17446
Dalata.14369	Drotundata.27242
Dalata.1438	Drotundata.1789
Dalata.14383	Drotundata.17467
Dalata.14384	Drotundata.17468
