Dalata.126	Ddumetorum.20355
Dalata.7993	Ddumetorum.17924
Dalata.7994	Ddumetorum.17925
Dalata.7996	Ddumetorum.17926
Dalata.7997	Ddumetorum.17928
Dalata.7998	Ddumetorum.17929
Dalata.8004	Ddumetorum.17932
Dalata.8005	Ddumetorum.17933
Dalata.8006	Ddumetorum.17934
Dalata.8007	Ddumetorum.17935
Dalata.8009	Ddumetorum.17936
Dalata.8010	Ddumetorum.17937
Dalata.8011	Ddumetorum.17938
Dalata.8012	Ddumetorum.17939
Dalata.8019	Ddumetorum.17942
Dalata.8020	Ddumetorum.17944
Dalata.8021	Ddumetorum.17945
Dalata.8022	Ddumetorum.17947
Dalata.8024	Ddumetorum.17948
Dalata.8026	Ddumetorum.17949
Dalata.8027	Ddumetorum.17950
Dalata.8029	Ddumetorum.17951
Dalata.8030	Ddumetorum.17952
Dalata.8032	Ddumetorum.17953
Dalata.8034	Ddumetorum.17954
Dalata.8035	Ddumetorum.17955
Dalata.8036	Ddumetorum.17956
Dalata.8038	Ddumetorum.17957
Dalata.8039	Ddumetorum.17958
Dalata.8043	Ddumetorum.17961
Dalata.8045	Ddumetorum.17962
Dalata.8046	Ddumetorum.17963
Dalata.8047	Ddumetorum.17964
Dalata.8048	Ddumetorum.17965
Dalata.8050	Ddumetorum.17966
Dalata.8051	Ddumetorum.17967
Dalata.8052	Ddumetorum.17968
Dalata.8053	Ddumetorum.17969
Dalata.8054	Ddumetorum.17970
Dalata.8055	Ddumetorum.17972
Dalata.8056	Ddumetorum.17973
Dalata.8058	Ddumetorum.17976
Dalata.8060	Ddumetorum.17978
Dalata.8061	Ddumetorum.17979
Dalata.8062	Ddumetorum.17980
Dalata.8063	Ddumetorum.17981
Dalata.8064	Ddumetorum.17982
Dalata.8065	Ddumetorum.17983
Dalata.8068	Ddumetorum.17985
Dalata.8069	Ddumetorum.17986
Dalata.8070	Ddumetorum.17987
Dalata.8071	Ddumetorum.17989
Dalata.8072	Ddumetorum.17988
Dalata.8073	Ddumetorum.17990
Dalata.8074	Ddumetorum.17991
Dalata.8076	Ddumetorum.17992
Dalata.8077	Ddumetorum.17993
Dalata.8078	Ddumetorum.17994
Dalata.8080	Ddumetorum.17995
Dalata.8081	Ddumetorum.17996
Dalata.8082	Ddumetorum.17997
Dalata.8085	Ddumetorum.17999
Dalata.8086	Ddumetorum.18000
Dalata.8088	Ddumetorum.18001
Dalata.8089	Ddumetorum.18002
Dalata.8090	Ddumetorum.18003
Dalata.8091	Ddumetorum.18004
Dalata.8093	Ddumetorum.18006
Dalata.8094	Ddumetorum.18007
Dalata.8095	Ddumetorum.18008
Dalata.8096	Ddumetorum.18009
Dalata.8097	Ddumetorum.18010
Dalata.8098	Ddumetorum.18011
Dalata.8099	Ddumetorum.18012
Dalata.8100	Ddumetorum.18013
Dalata.8101	Ddumetorum.18014
Dalata.8102	Ddumetorum.18015
Dalata.8103	Ddumetorum.18016
Dalata.8104	Ddumetorum.18017
Dalata.8108	Ddumetorum.18018
Dalata.8111	Ddumetorum.18019
Dalata.8113	Ddumetorum.18020
Dalata.8115	Ddumetorum.18021
Dalata.8117	Ddumetorum.18022
Dalata.8118	Ddumetorum.18023
Dalata.8119	Ddumetorum.18024
Dalata.8122	Ddumetorum.18025
Dalata.8124	Ddumetorum.18026
Dalata.8125	Ddumetorum.18027
Dalata.8126	Ddumetorum.18028
Dalata.8127	Ddumetorum.18029
Dalata.8128	Ddumetorum.18030
Dalata.8129	Ddumetorum.18031
Dalata.8130	Ddumetorum.18032
Dalata.8131	Ddumetorum.18033
Dalata.8132	Ddumetorum.18034
Dalata.8134	Ddumetorum.18035
Dalata.8135	Ddumetorum.18036
Dalata.8136	Ddumetorum.18039
Dalata.8137	Ddumetorum.18040
Dalata.8138	Ddumetorum.18041
Dalata.8139	Ddumetorum.18042
Dalata.8140	Ddumetorum.18043
Dalata.8141	Ddumetorum.18044
Dalata.8143	Ddumetorum.18046
Dalata.8147	Ddumetorum.18047
Dalata.8148	Ddumetorum.18048
Dalata.8149	Ddumetorum.18049
Dalata.8150	Ddumetorum.18050
Dalata.8152	Ddumetorum.18051
Dalata.8155	Ddumetorum.18052
Dalata.8156	Ddumetorum.18053
Dalata.8158	Ddumetorum.18054
Dalata.8159	Ddumetorum.18055
Dalata.8161	Ddumetorum.18056
Dalata.8162	Ddumetorum.18057
Dalata.8165	Ddumetorum.18058
Dalata.8166	Ddumetorum.18059
Dalata.8167	Ddumetorum.18060
Dalata.8169	Ddumetorum.18061
Dalata.8170	Ddumetorum.18062
Dalata.8171	Ddumetorum.18063
Dalata.8172	Ddumetorum.18064
Dalata.8174	Ddumetorum.18065
Dalata.8175	Ddumetorum.18066
Dalata.8176	Ddumetorum.18067
Dalata.8177	Ddumetorum.18068
Dalata.8178	Ddumetorum.18069
Dalata.8179	Ddumetorum.18070
Dalata.8180	Ddumetorum.18071
Dalata.8181	Ddumetorum.18072
Dalata.8182	Ddumetorum.18073
Dalata.8183	Ddumetorum.18074
Dalata.8184	Ddumetorum.18075
Dalata.8185	Ddumetorum.18076
Dalata.8186	Ddumetorum.18080
Dalata.8187	Ddumetorum.18081
Dalata.8188	Ddumetorum.18082
Dalata.8189	Ddumetorum.18083
Dalata.8191	Ddumetorum.18084
Dalata.8193	Ddumetorum.18086
Dalata.8195	Ddumetorum.18087
Dalata.8196	Ddumetorum.18088
Dalata.8198	Ddumetorum.18089
Dalata.8199	Ddumetorum.18090
Dalata.8200	Ddumetorum.18091
Dalata.8201	Ddumetorum.18092
Dalata.8202	Ddumetorum.18093
Dalata.8204	Ddumetorum.18095
Dalata.8214	Ddumetorum.18097
Dalata.8215	Ddumetorum.18098
Dalata.8216	Ddumetorum.18099
Dalata.8218	Ddumetorum.18100
Dalata.8219	Ddumetorum.18101
Dalata.8220	Ddumetorum.18102
Dalata.8221	Ddumetorum.18103
Dalata.8222	Ddumetorum.18104
Dalata.8223	Ddumetorum.18105
Dalata.8224	Ddumetorum.18107
Dalata.8225	Ddumetorum.18108
Dalata.8226	Ddumetorum.18109
Dalata.9025	Ddumetorum.8392
Dalata.9026	Ddumetorum.8394
Dalata.9028	Ddumetorum.8395
Dalata.9033	Ddumetorum.8396
Dalata.9035	Ddumetorum.8397
Dalata.9037	Ddumetorum.8400
Dalata.9038	Ddumetorum.8402
Dalata.9040	Ddumetorum.8407
Dalata.9054	Ddumetorum.8412
Dalata.9057	Ddumetorum.8415
Dalata.9058	Ddumetorum.8416
Dalata.9063	Ddumetorum.8417
Dalata.9064	Ddumetorum.8418
Dalata.9065	Ddumetorum.8409
Dalata.9067	Ddumetorum.8419
Dalata.9070	Ddumetorum.8420
Dalata.9071	Ddumetorum.8422
Dalata.9072	Ddumetorum.8423
Dalata.9073	Ddumetorum.8424
Dalata.9075	Ddumetorum.8425
Dalata.9077	Ddumetorum.8427
Dalata.9080	Ddumetorum.8428
Dalata.9081	Ddumetorum.8429
Dalata.9082	Ddumetorum.8431
Dalata.9083	Ddumetorum.8432
Dalata.9084	Ddumetorum.8433
Dalata.9085	Ddumetorum.8434
Dalata.9086	Ddumetorum.8435
Dalata.9087	Ddumetorum.8436
Dalata.9088	Ddumetorum.8437
Dalata.9089	Ddumetorum.8438
Dalata.9091	Ddumetorum.8439
Dalata.9093	Ddumetorum.8440
Dalata.9098	Ddumetorum.8441
Dalata.9099	Ddumetorum.8442
Dalata.9100	Ddumetorum.8443
Dalata.9101	Ddumetorum.8444
Dalata.9102	Ddumetorum.8445
Dalata.9103	Ddumetorum.8446
Dalata.9104	Ddumetorum.8447
Dalata.9105	Ddumetorum.8449
Dalata.9106	Ddumetorum.8450
Dalata.9111	Ddumetorum.8453
Dalata.9116	Ddumetorum.8454
Dalata.9117	Ddumetorum.8455
Dalata.9120	Ddumetorum.8458
Dalata.9121	Ddumetorum.8459
Dalata.9122	Ddumetorum.8460
Dalata.9123	Ddumetorum.8461
Dalata.9125	Ddumetorum.8463
Dalata.9126	Ddumetorum.8464
Dalata.9127	Ddumetorum.8465
Dalata.9128	Ddumetorum.8467
Dalata.9129	Ddumetorum.8468
Dalata.9131	Ddumetorum.8471
Dalata.9132	Ddumetorum.8472
Dalata.9136	Ddumetorum.8474
Dalata.9137	Ddumetorum.8475
Dalata.9142	Ddumetorum.8476
Dalata.9144	Ddumetorum.8477
Dalata.9148	Ddumetorum.8478
Dalata.9149	Ddumetorum.8479
Dalata.9150	Ddumetorum.8480
Dalata.9151	Ddumetorum.8481
Dalata.9152	Ddumetorum.8482
Dalata.9153	Ddumetorum.8483
Dalata.9154	Ddumetorum.8485
Dalata.9156	Ddumetorum.8486
Dalata.9157	Ddumetorum.8487
Dalata.9159	Ddumetorum.8489
Dalata.9160	Ddumetorum.8489
Dalata.9161	Ddumetorum.8490
Dalata.9163	Ddumetorum.8492
Dalata.9164	Ddumetorum.8493
Dalata.9165	Ddumetorum.8494
Dalata.9168	Ddumetorum.8497
Dalata.9171	Ddumetorum.8499
Dalata.9172	Ddumetorum.8500
Dalata.9173	Ddumetorum.8501
Dalata.9174	Ddumetorum.8503
Dalata.9175	Ddumetorum.8504
Dalata.9180	Ddumetorum.8506
Dalata.9181	Ddumetorum.8508
Dalata.9182	Ddumetorum.8509
Dalata.9184	Ddumetorum.8512
Dalata.9187	Ddumetorum.8514
Dalata.9188	Ddumetorum.8515
Dalata.9189	Ddumetorum.8516
Dalata.9191	Ddumetorum.8518
Dalata.9192	Ddumetorum.8519
Dalata.9193	Ddumetorum.8520
Dalata.9194	Ddumetorum.8521
Dalata.9197	Ddumetorum.8523
Dalata.9200	Ddumetorum.8525
Dalata.9201	Ddumetorum.8526
Dalata.9202	Ddumetorum.8527
Dalata.9203	Ddumetorum.8528
Dalata.9204	Ddumetorum.8530
Dalata.9205	Ddumetorum.8531
Dalata.9206	Ddumetorum.8532
Dalata.9208	Ddumetorum.8533
Dalata.9209	Ddumetorum.8534
Dalata.9210	Ddumetorum.8535
Dalata.9211	Ddumetorum.8536
Dalata.9212	Ddumetorum.8537
Dalata.9213	Ddumetorum.8538
Dalata.9215	Ddumetorum.8539
Dalata.9218	Ddumetorum.8540
Dalata.9219	Ddumetorum.8541
Dalata.9220	Ddumetorum.8542
Dalata.9221	Ddumetorum.8543
Dalata.9222	Ddumetorum.8544
Dalata.9229	Ddumetorum.8545
Dalata.9230	Ddumetorum.8546
Dalata.9231	Ddumetorum.8547
Dalata.9233	Ddumetorum.8548
Dalata.9235	Ddumetorum.8549
Dalata.9236	Ddumetorum.8550
Dalata.9238	Ddumetorum.8553
Dalata.9242	Ddumetorum.8554
Dalata.9243	Ddumetorum.8555
Dalata.9244	Ddumetorum.8556
Dalata.9245	Ddumetorum.8557
Dalata.9246	Ddumetorum.8558
Dalata.9247	Ddumetorum.8559
Dalata.9248	Ddumetorum.8560
Dalata.9249	Ddumetorum.8561
Dalata.9250	Ddumetorum.8562
Dalata.9251	Ddumetorum.8563
Dalata.9252	Ddumetorum.8564
Dalata.9253	Ddumetorum.8565
Dalata.9254	Ddumetorum.8567
Dalata.9255	Ddumetorum.8568
Dalata.9256	Ddumetorum.8569
Dalata.9258	Ddumetorum.8572
Dalata.9260	Ddumetorum.8573
Dalata.9265	Ddumetorum.8578
Dalata.9268	Ddumetorum.8580
Dalata.9270	Ddumetorum.8581
Dalata.9271	Ddumetorum.8582
Dalata.9273	Ddumetorum.8583
Dalata.9275	Ddumetorum.8588
Dalata.9276	Ddumetorum.8589
Dalata.9277	Ddumetorum.8590
Dalata.9280	Ddumetorum.8592
Dalata.9281	Ddumetorum.8593
Dalata.9282	Ddumetorum.8594
Dalata.9283	Ddumetorum.8595
Dalata.9286	Ddumetorum.8596
Dalata.9288	Ddumetorum.8597
Dalata.9289	Ddumetorum.8598
Dalata.9290	Ddumetorum.8599
Dalata.9291	Ddumetorum.8600
Dalata.9292	Ddumetorum.8601
Dalata.9293	Ddumetorum.8602
Dalata.9295	Ddumetorum.8604
Dalata.9297	Ddumetorum.8606
Dalata.9300	Ddumetorum.8607
Dalata.9301	Ddumetorum.8608
Dalata.9303	Ddumetorum.8609
Dalata.9304	Ddumetorum.8610
Dalata.9310	Ddumetorum.8611
Dalata.9311	Ddumetorum.8612
Dalata.9312	Ddumetorum.8613
Dalata.9313	Ddumetorum.8614
Dalata.9316	Ddumetorum.8615
Dalata.9317	Ddumetorum.8616
Dalata.9318	Ddumetorum.8617
Dalata.9319	Ddumetorum.8618
Dalata.9320	Ddumetorum.8619
Dalata.9321	Ddumetorum.8620
Dalata.9322	Ddumetorum.8621
Dalata.9323	Ddumetorum.8622
Dalata.9325	Ddumetorum.8623
Dalata.9326	Ddumetorum.8624
Dalata.9327	Ddumetorum.8625
Dalata.9328	Ddumetorum.8626
Dalata.9329	Ddumetorum.8627
Dalata.9331	Ddumetorum.8628
Dalata.9332	Ddumetorum.8629
Dalata.9333	Ddumetorum.8630
Dalata.9334	Ddumetorum.8631
Dalata.9335	Ddumetorum.8632
Dalata.9337	Ddumetorum.8633
Dalata.9338	Ddumetorum.8634
Dalata.9339	Ddumetorum.8635
Dalata.9340	Ddumetorum.8636
Dalata.9341	Ddumetorum.8637
Dalata.9342	Ddumetorum.8638
Dalata.9344	Ddumetorum.8639
Dalata.9345	Ddumetorum.8640
Dalata.9346	Ddumetorum.8641
Dalata.9347	Ddumetorum.8642
Dalata.9348	Ddumetorum.8643
Dalata.9349	Ddumetorum.8644
Dalata.9350	Ddumetorum.8645
Dalata.9351	Ddumetorum.8646
Dalata.9353	Ddumetorum.8647
Dalata.9354	Ddumetorum.8648
Dalata.9355	Ddumetorum.8649
Dalata.9356	Ddumetorum.8650
Dalata.9357	Ddumetorum.8651
Dalata.9360	Ddumetorum.8652
Dalata.9362	Ddumetorum.8653
Dalata.9363	Ddumetorum.8654
Dalata.9364	Ddumetorum.8655
Dalata.9365	Ddumetorum.8656
Dalata.9366	Ddumetorum.8657
Dalata.9367	Ddumetorum.8658
Dalata.9368	Ddumetorum.8659
Dalata.9369	Ddumetorum.8660
Dalata.9370	Ddumetorum.8661
Dalata.9371	Ddumetorum.8662
Dalata.9372	Ddumetorum.8664
Dalata.9373	Ddumetorum.8665
Dalata.9375	Ddumetorum.8666
Dalata.9377	Ddumetorum.8667
Dalata.9378	Ddumetorum.8668
Dalata.9379	Ddumetorum.8669
Dalata.9395	Ddumetorum.8670
Dalata.9396	Ddumetorum.8672
Dalata.9397	Ddumetorum.8673
Dalata.9398	Ddumetorum.8674
Dalata.9399	Ddumetorum.8675
Dalata.9400	Ddumetorum.8676
Dalata.9401	Ddumetorum.8677
Dalata.9402	Ddumetorum.8678
Dalata.9403	Ddumetorum.8679
Dalata.9405	Ddumetorum.8682
Dalata.9406	Ddumetorum.8683
Dalata.9407	Ddumetorum.8684
Dalata.9408	Ddumetorum.8685
Dalata.9409	Ddumetorum.8686
Dalata.9410	Ddumetorum.8687
Dalata.9412	Ddumetorum.8688
Dalata.9413	Ddumetorum.8689
Dalata.9414	Ddumetorum.8690
Dalata.9416	Ddumetorum.8691
Dalata.9417	Ddumetorum.8692
Dalata.9419	Ddumetorum.8693
Dalata.9420	Ddumetorum.8694
Dalata.9421	Ddumetorum.8695
Dalata.9422	Ddumetorum.8696
Dalata.9423	Ddumetorum.8697
Dalata.9424	Ddumetorum.8699
Dalata.9425	Ddumetorum.8700
Dalata.9426	Ddumetorum.8701
Dalata.9427	Ddumetorum.8702
Dalata.9428	Ddumetorum.8703
Dalata.9430	Ddumetorum.8705
Dalata.9431	Ddumetorum.8706
Dalata.9432	Ddumetorum.8707
Dalata.9433	Ddumetorum.8709
Dalata.9435	Ddumetorum.8710
Dalata.9436	Ddumetorum.8711
Dalata.9441	Ddumetorum.8712
Dalata.9445	Ddumetorum.8714
Dalata.9446	Ddumetorum.8715
Dalata.9448	Ddumetorum.8717
Dalata.9451	Ddumetorum.8718
Dalata.9455	Ddumetorum.8719
Dalata.9456	Ddumetorum.8720
Dalata.9457	Ddumetorum.8721
Dalata.9459	Ddumetorum.8723
Dalata.9460	Ddumetorum.8724
Dalata.9461	Ddumetorum.8725
Dalata.9462	Ddumetorum.8726
Dalata.9463	Ddumetorum.8727
Dalata.9464	Ddumetorum.8728
Dalata.9467	Ddumetorum.8729
Dalata.9468	Ddumetorum.8730
Dalata.9469	Ddumetorum.8731
Dalata.9471	Ddumetorum.8733
Dalata.9473	Ddumetorum.8734
Dalata.9475	Ddumetorum.8736
Dalata.9477	Ddumetorum.8737
Dalata.9478	Ddumetorum.8738
Dalata.9479	Ddumetorum.8739
Dalata.9480	Ddumetorum.8740
Dalata.9482	Ddumetorum.8741
Dalata.9485	Ddumetorum.8742
Dalata.9491	Ddumetorum.8743
Dalata.9492	Ddumetorum.8744
Dalata.9493	Ddumetorum.8745
Dalata.9495	Ddumetorum.8746
Dalata.9496	Ddumetorum.8747
Dalata.9497	Ddumetorum.8748
Dalata.9498	Ddumetorum.8749
Dalata.9499	Ddumetorum.8750
Dalata.9500	Ddumetorum.8751
Dalata.9501	Ddumetorum.8752
Dalata.9502	Ddumetorum.8754
Dalata.9503	Ddumetorum.8755
Dalata.9504	Ddumetorum.8756
Dalata.9505	Ddumetorum.8757
Dalata.9506	Ddumetorum.8758
Dalata.9508	Ddumetorum.8760
Dalata.9510	Ddumetorum.8761
Dalata.9511	Ddumetorum.8762
Dalata.9512	Ddumetorum.8763
Dalata.9513	Ddumetorum.8764
Dalata.9514	Ddumetorum.8765
Dalata.9515	Ddumetorum.8766
Dalata.9517	Ddumetorum.8769
Dalata.9519	Ddumetorum.8771
Dalata.9520	Ddumetorum.8772
Dalata.9522	Ddumetorum.8774
Dalata.9523	Ddumetorum.8775
Dalata.9525	Ddumetorum.8776
Dalata.9526	Ddumetorum.8777
Dalata.9527	Ddumetorum.8778
Dalata.9528	Ddumetorum.8779
Dalata.9529	Ddumetorum.8780
Dalata.9530	Ddumetorum.8781
Dalata.9531	Ddumetorum.8782
Dalata.9532	Ddumetorum.8783
Dalata.9536	Ddumetorum.8784
Dalata.9538	Ddumetorum.8786
Dalata.9539	Ddumetorum.8787
Dalata.9540	Ddumetorum.8788
Dalata.9541	Ddumetorum.8789
Dalata.9542	Ddumetorum.8791
Dalata.9545	Ddumetorum.8793
Dalata.9546	Ddumetorum.8794
Dalata.9547	Ddumetorum.8795
Dalata.9552	Ddumetorum.8798
Dalata.9554	Ddumetorum.8802
Dalata.9556	Ddumetorum.8804
Dalata.9559	Ddumetorum.8806
Dalata.9568	Ddumetorum.8811
Dalata.9571	Ddumetorum.8813
Dalata.9578	Ddumetorum.8817
Dalata.9581	Ddumetorum.8818
Dalata.9582	Ddumetorum.8819
Dalata.9583	Ddumetorum.8820
Dalata.9586	Ddumetorum.8822
Dalata.9587	Ddumetorum.8823
Dalata.9588	Ddumetorum.8824
Dalata.8427	Ddumetorum.15242
Dalata.8429	Ddumetorum.15240
Dalata.8431	Ddumetorum.15237
Dalata.8433	Ddumetorum.15236
Dalata.8434	Ddumetorum.15235
Dalata.8436	Ddumetorum.15233
Dalata.8437	Ddumetorum.15232
Dalata.8439	Ddumetorum.15230
Dalata.8440	Ddumetorum.15229
Dalata.8441	Ddumetorum.15228
Dalata.8442	Ddumetorum.15227
Dalata.8444	Ddumetorum.15226
Dalata.8446	Ddumetorum.15225
Dalata.8447	Ddumetorum.15224
Dalata.8449	Ddumetorum.15223
Dalata.8451	Ddumetorum.15222
Dalata.8458	Ddumetorum.15221
Dalata.8459	Ddumetorum.15220
Dalata.8463	Ddumetorum.15217
Dalata.8464	Ddumetorum.15216
Dalata.8468	Ddumetorum.15215
Dalata.8480	Ddumetorum.15214
Dalata.8481	Ddumetorum.15213
Dalata.8482	Ddumetorum.15212
Dalata.8483	Ddumetorum.15211
Dalata.8485	Ddumetorum.15209
Dalata.8487	Ddumetorum.15208
Dalata.8488	Ddumetorum.15207
Dalata.8489	Ddumetorum.15206
Dalata.8490	Ddumetorum.15205
Dalata.8491	Ddumetorum.15204
Dalata.8492	Ddumetorum.15203
Dalata.8493	Ddumetorum.15202
Dalata.8494	Ddumetorum.15201
Dalata.8495	Ddumetorum.15200
Dalata.8496	Ddumetorum.15199
Dalata.8498	Ddumetorum.15198
Dalata.8499	Ddumetorum.15197
Dalata.8501	Ddumetorum.15196
Dalata.8504	Ddumetorum.15194
Dalata.8505	Ddumetorum.15193
Dalata.8507	Ddumetorum.15191
Dalata.8508	Ddumetorum.15190
Dalata.8509	Ddumetorum.15189
Dalata.8510	Ddumetorum.15187
Dalata.8511	Ddumetorum.15186
Dalata.8512	Ddumetorum.15185
Dalata.8513	Ddumetorum.15184
Dalata.8514	Ddumetorum.15183
Dalata.8515	Ddumetorum.15182
Dalata.8516	Ddumetorum.15181
Dalata.8517	Ddumetorum.15180
Dalata.8518	Ddumetorum.15178
Dalata.8519	Ddumetorum.15177
Dalata.8520	Ddumetorum.15176
Dalata.8523	Ddumetorum.15175
Dalata.8525	Ddumetorum.15173
Dalata.8526	Ddumetorum.15172
Dalata.8527	Ddumetorum.15171
Dalata.8536	Ddumetorum.15170
Dalata.8537	Ddumetorum.15169
Dalata.8538	Ddumetorum.15168
Dalata.8539	Ddumetorum.15167
Dalata.8540	Ddumetorum.15166
Dalata.8541	Ddumetorum.15163
Dalata.8543	Ddumetorum.15162
Dalata.8544	Ddumetorum.15161
Dalata.8545	Ddumetorum.15160
Dalata.8546	Ddumetorum.15159
Dalata.8562	Ddumetorum.15158
Dalata.8564	Ddumetorum.15157
Dalata.8567	Ddumetorum.15155
Dalata.8568	Ddumetorum.15154
Dalata.8569	Ddumetorum.15153
Dalata.8570	Ddumetorum.15152
Dalata.8572	Ddumetorum.15150
Dalata.8576	Ddumetorum.15148
Dalata.8577	Ddumetorum.15146
Dalata.8578	Ddumetorum.15147
Dalata.8579	Ddumetorum.15145
Dalata.8580	Ddumetorum.15144
Dalata.8581	Ddumetorum.15143
Dalata.8583	Ddumetorum.15141
Dalata.8584	Ddumetorum.15140
Dalata.8586	Ddumetorum.15139
Dalata.8588	Ddumetorum.15138
Dalata.8589	Ddumetorum.15137
Dalata.8590	Ddumetorum.15136
Dalata.8591	Ddumetorum.15135
Dalata.8592	Ddumetorum.15133
Dalata.8593	Ddumetorum.15132
Dalata.8598	Ddumetorum.15130
Dalata.8599	Ddumetorum.15129
Dalata.8600	Ddumetorum.15128
Dalata.8601	Ddumetorum.15105
Dalata.8602	Ddumetorum.15103
Dalata.8604	Ddumetorum.15101
Dalata.8605	Ddumetorum.15098
Dalata.8606	Ddumetorum.15097
Dalata.8611	Ddumetorum.15095
Dalata.8612	Ddumetorum.15094
Dalata.8613	Ddumetorum.15093
Dalata.8614	Ddumetorum.15092
Dalata.8615	Ddumetorum.15091
Dalata.8616	Ddumetorum.15090
Dalata.8623	Ddumetorum.15089
Dalata.8624	Ddumetorum.15088
Dalata.8625	Ddumetorum.15087
Dalata.8626	Ddumetorum.15086
Dalata.8628	Ddumetorum.15084
Dalata.8630	Ddumetorum.15083
Dalata.8632	Ddumetorum.15082
Dalata.8633	Ddumetorum.15081
Dalata.8636	Ddumetorum.15080
Dalata.8637	Ddumetorum.15079
Dalata.8641	Ddumetorum.15074
Dalata.8642	Ddumetorum.15071
Dalata.8643	Ddumetorum.15070
Dalata.8645	Ddumetorum.15069
Dalata.8646	Ddumetorum.15068
Dalata.8647	Ddumetorum.15067
Dalata.8648	Ddumetorum.15066
Dalata.8649	Ddumetorum.15065
Dalata.8654	Ddumetorum.15064
Dalata.8657	Ddumetorum.15060
Dalata.8658	Ddumetorum.15059
Dalata.8659	Ddumetorum.15058
Dalata.8660	Ddumetorum.15056
Dalata.8663	Ddumetorum.15055
Dalata.8664	Ddumetorum.15054
Dalata.8665	Ddumetorum.15053
Dalata.8667	Ddumetorum.15052
Dalata.8668	Ddumetorum.15051
Dalata.8670	Ddumetorum.15050
Dalata.8671	Ddumetorum.15048
Dalata.8672	Ddumetorum.15047
Dalata.8673	Ddumetorum.15046
Dalata.8676	Ddumetorum.15045
Dalata.8679	Ddumetorum.15042
Dalata.8681	Ddumetorum.15038
Dalata.8682	Ddumetorum.15037
Dalata.8686	Ddumetorum.15034
Dalata.8689	Ddumetorum.15033
Dalata.8690	Ddumetorum.15032
Dalata.8694	Ddumetorum.15031
Dalata.8696	Ddumetorum.15029
Dalata.8698	Ddumetorum.15027
Dalata.8702	Ddumetorum.15023
Dalata.8703	Ddumetorum.15022
Dalata.8705	Ddumetorum.15015
Dalata.8707	Ddumetorum.15014
Dalata.8712	Ddumetorum.14920
Dalata.8717	Ddumetorum.15009
Dalata.8723	Ddumetorum.15008
Dalata.8724	Ddumetorum.15007
Dalata.8726	Ddumetorum.15004
Dalata.8727	Ddumetorum.15002
Dalata.8730	Ddumetorum.14997
Dalata.8731	Ddumetorum.14992
Dalata.8732	Ddumetorum.14990
Dalata.8735	Ddumetorum.14988
Dalata.8738	Ddumetorum.14983
Dalata.8739	Ddumetorum.14980
Dalata.8740	Ddumetorum.14977
Dalata.8742	Ddumetorum.14972
Dalata.8743	Ddumetorum.14971
Dalata.8744	Ddumetorum.14866
Dalata.8749	Ddumetorum.14885
Dalata.8757	Ddumetorum.14895
Dalata.8761	Ddumetorum.14819
Dalata.8763	Ddumetorum.14826
Dalata.8765	Ddumetorum.14882
Dalata.8766	Ddumetorum.14868
Dalata.8769	Ddumetorum.15044
Dalata.8770	Ddumetorum.14845
Dalata.8771	Ddumetorum.14873
Dalata.8774	Ddumetorum.14969
Dalata.8776	Ddumetorum.14968
Dalata.8777	Ddumetorum.14966
Dalata.8778	Ddumetorum.14964
Dalata.8782	Ddumetorum.14959
Dalata.8784	Ddumetorum.14952
Dalata.8789	Ddumetorum.14940
Dalata.8790	Ddumetorum.14938
Dalata.8791	Ddumetorum.14937
Dalata.8795	Ddumetorum.14935
Dalata.8796	Ddumetorum.14928
Dalata.8797	Ddumetorum.14925
Dalata.8799	Ddumetorum.14923
Dalata.8807	Ddumetorum.14908
Dalata.8808	Ddumetorum.14899
Dalata.8809	Ddumetorum.14898
Dalata.8810	Ddumetorum.14814
Dalata.8811	Ddumetorum.14813
Dalata.8812	Ddumetorum.14806
Dalata.8813	Ddumetorum.14805
Dalata.8815	Ddumetorum.14793
Dalata.8816	Ddumetorum.14788
Dalata.8822	Ddumetorum.14786
Dalata.8825	Ddumetorum.14784
Dalata.8826	Ddumetorum.14782
Dalata.8829	Ddumetorum.14773
Dalata.8832	Ddumetorum.14771
Dalata.8835	Ddumetorum.14768
Dalata.8836	Ddumetorum.14766
Dalata.8839	Ddumetorum.14764
Dalata.8841	Ddumetorum.14763
Dalata.8842	Ddumetorum.14759
Dalata.8848	Ddumetorum.14753
Dalata.8873	Ddumetorum.14750
Dalata.8874	Ddumetorum.14749
Dalata.8875	Ddumetorum.14746
Dalata.8879	Ddumetorum.14742
Dalata.8881	Ddumetorum.14741
Dalata.8883	Ddumetorum.14740
Dalata.8886	Ddumetorum.14736
Dalata.8887	Ddumetorum.14735
Dalata.8891	Ddumetorum.14734
Dalata.8893	Ddumetorum.14732
Dalata.8895	Ddumetorum.14728
Dalata.8896	Ddumetorum.14726
Dalata.8899	Ddumetorum.14724
Dalata.8900	Ddumetorum.14723
Dalata.8901	Ddumetorum.14722
Dalata.8907	Ddumetorum.14718
Dalata.8909	Ddumetorum.14716
Dalata.8912	Ddumetorum.14711
Dalata.8915	Ddumetorum.14707
Dalata.8917	Ddumetorum.14705
Dalata.8921	Ddumetorum.14698
Dalata.8923	Ddumetorum.14694
Dalata.8924	Ddumetorum.14692
Dalata.8925	Ddumetorum.14689
Dalata.8926	Ddumetorum.14687
Dalata.8927	Ddumetorum.14686
Dalata.8929	Ddumetorum.14685
Dalata.8930	Ddumetorum.14684
